NAME,DP03_0062E,DP03_0119PE,DP03_0009PE,DP05_0001E,DP05_0018E,DP05_0019E,DP05_0077PE,DP05_0003PE
"Union Parish, Louisiana",45743,23.5,5.8,20914,43.5,4513,3.4,51.5
"Vermilion Parish, Louisiana",57537,15.9,5.2,57031,39.4,14445,1.6,51.6
"Vernon Parish, Louisiana",58281,14.4,6.2,47764,32.1,12104,4.9,48.0
"Washington Parish, Louisiana",42776,20.1,10.8,45238,41.0,10713,0.9,49.9
"Webster Parish, Louisiana",37396,21.2,5.4,36189,41.2,8270,1.7,50.9
"West Baton Rouge Parish, Louisiana",87320,9.9,6.6,27666,36.6,6538,2.5,50.5
"West Carroll Parish, Louisiana",48514,10.3,3.8,9622,41.4,2216,2.7,50.4
"West Feliciana Parish, Louisiana",74277,8.3,6.0,15381,42.2,2511,0.0,32.0
"Winn Parish, Louisiana",46368,13.9,4.3,13506,41.6,2805,1.6,45.7
"Androscoggin County, Maine",67298,8.0,4.2,112323,40.8,23676,0.8,50.8
"Aroostook County, Maine",54254,8.4,5.4,67227,48.4,12587,0.5,50.0
"Cumberland County, Maine",92983,3.4,3.2,305940,42.1,55777,0.6,51.3
"Franklin County, Maine",58522,5.2,5.3,30145,46.1,5177,0.5,50.9
"Hancock County, Maine",69630,6.0,3.7,56084,49.1,9241,0.3,51.1
"Kennebec County, Maine",65062,7.3,4.1,125614,44.0,23841,0.5,51.1
"Knox County, Maine",71903,4.1,3.9,40860,49.2,6971,0.4,49.7
"Lincoln County, Maine",72026,5.0,3.5,35840,51.1,6018,0.7,50.7
"Oxford County, Maine",57933,9.5,4.8,58728,48.3,10487,0.6,50.2
"Penobscot County, Maine",63248,8.0,4.1,153571,42.5,27387,0.8,50.3
"Piscataquis County, Maine",55234,11.9,4.1,17125,51.4,2701,0.9,49.3
"Sagadahoc County, Maine",82080,9.2,4.6,37093,47.3,6658,0.8,51.0
"Somerset County, Maine",56199,10.7,3.9,50852,46.9,9467,0.5,50.2
"Waldo County, Maine",68441,7.3,4.4,40006,46.9,7207,0.3,50.4
"Washington County, Maine",52237,12.5,6.6,31261,48.6,5847,0.8,50.7
"York County, Maine",82904,5.2,3.5,214731,45.3,38840,0.6,50.9
"Allegany County, Maryland",57393,11.2,5.9,67762,41.7,12056,0.3,47.8
"Anne Arundel County, Maryland",120324,3.7,4.0,590936,39.0,133885,2.3,50.5
"Baltimore County, Maryland",90904,6.9,5.0,849586,39.5,186425,1.2,52.4
"Calvert County, Maryland",132059,2.4,2.9,93791,40.5,21786,0.8,50.2
"Caroline County, Maryland",66368,9.4,5.4,33406,39.8,7926,1.5,50.8
"Carroll County, Maryland",115876,3.7,3.2,174318,41.3,38366,1.2,50.3
"Cecil County, Maryland",91146,7.8,4.6,104366,40.8,23376,2.1,50.4
"Charles County, Maryland",120592,4.5,5.2,168710,38.8,40477,1.8,51.9
"Dorchester County, Maryland",60495,9.5,4.8,32612,43.9,6898,1.6,53.4
"Frederick County, Maryland",120458,4.5,3.4,280341,38.9,65575,1.8,50.5
"Garrett County, Maryland",69031,7.6,4.6,28713,48.1,5143,0.5,49.6
"Harford County, Maryland",111317,4.6,3.8,262509,40.5,58790,1.6,50.8
"Howard County, Maryland",146982,3.3,3.6,333916,39.4,80273,1.6,50.7
"Kent County, Maryland",74402,6.2,2.8,19265,48.4,3013,2.9,51.7
"Montgomery County, Maryland",128733,4.9,4.8,1057586,40.1,242703,1.7,51.3
"Prince George's County, Maryland",100708,6.6,6.4,955584,38.5,212476,3.3,51.6
"Queen Anne's County, Maryland",113347,3.4,3.7,50951,44.8,10848,0.7,50.2
"St. Mary's County, Maryland",114580,5.6,3.8,114372,37.0,27499,2.5,49.6
"Somerset County, Maryland",52462,15.7,5.7,24685,38.1,4311,1.4,45.3
"Talbot County, Maryland",84378,7.3,3.8,37707,51.1,7071,2.4,52.0
"Washington County, Maryland",74157,8.6,4.9,155033,41.0,33904,1.5,49.2
"Wicomico County, Maryland",72861,8.1,6.4,104117,36.2,23435,3.0,52.2
"Worcester County, Maryland",81455,5.2,6.4,53279,50.7,9206,1.2,51.2
"Baltimore city, Maryland",59623,15.3,6.6,577193,36.1,120494,1.6,53.4
"Barnstable County, Massachusetts",94452,4.1,4.6,230073,55.1,33175,0.6,51.8
"Berkshire County, Massachusetts",72565,7.0,5.6,128047,47.8,21024,0.6,50.9
"Bristol County, Massachusetts",84198,9.0,5.6,578436,40.9,119887,0.5,51.2
"Dukes County, Massachusetts",102348,1.9,6.7,20751,50.4,3590,0.3,50.7
"Essex County, Massachusetts",99431,6.7,5.1,807258,41.1,169420,0.8,51.4
"Franklin County, Massachusetts",72584,7.5,6.2,70922,47.3,11979,0.7,50.7
"Hampden County, Massachusetts",70535,11.0,6.0,462853,39.8,97550,0.8,51.4
"Hampshire County, Massachusetts",86391,4.8,5.1,156595,38.7,23349,0.8,53.2
"Middlesex County, Massachusetts",126779,4.7,4.2,1622896,38.9,318468,0.8,50.6
"Nantucket County, Massachusetts",119750,1.7,5.3,14299,40.8,2939,0.6,49.2
"Norfolk County, Massachusetts",126497,4.2,4.9,724540,40.9,149743,0.6,51.5
"Plymouth County, Massachusetts",109698,4.6,5.1,531889,42.9,111421,0.5,51.1
"Suffolk County, Massachusetts",92859,11.6,6.2,782172,33.8,126494,1.2,51.7
"Worcester County, Massachusetts",93561,7.0,5.3,861664,40.3,179369,0.8,50.4
"Alcona County, Michigan",53568,9.0,5.0,10310,59.7,1318,0.9,49.7
"Alger County, Michigan",59406,5.6,6.3,8813,48.8,1322,1.1,43.3
"Allegan County, Michigan",80255,6.3,3.0,120913,40.8,28528,6.7,49.8
"Alpena County, Michigan",51909,11.5,7.1,28908,47.6,5444,1.1,50.1
"Antrim County, Michigan",71421,5.3,4.1,23876,51.8,4120,0.8,49.9
"Arenac County, Michigan",56989,8.8,6.3,15054,50.1,2789,1.4,48.8
"Baraga County, Michigan",55117,8.1,6.4,8249,46.2,1408,0.9,44.7
"Barry County, Michigan",77873,5.3,5.2,62982,42.0,13824,2.6,49.5
"Bay County, Michigan",60523,9.5,4.6,103235,43.8,20439,5.2,50.5
"Benzie County, Michigan",72603,6.1,4.1,18177,50.6,3112,1.3,49.8
"Berrien County, Michigan",63152,10.9,6.5,153411,42.6,33119,4.5,50.8
"Branch County, Michigan",61958,9.1,5.2,44914,40.8,10559,4.6,48.1
"Calhoun County, Michigan",60385,9.6,6.8,133846,40.2,30819,4.3,50.7
"Cass County, Michigan",68011,10.5,4.6,51606,45.5,10550,3.7,49.6
"Charlevoix County, Michigan",76495,5.1,3.8,26143,50.0,4687,1.2,49.9
"Cheboygan County, Michigan",61619,8.9,7.0,25778,51.9,4065,0.8,49.6
"Chippewa County, Michigan",60631,9.8,6.1,36448,41.3,6585,1.3,45.6
"Clare County, Michigan",49805,15.8,8.5,31109,48.3,6166,1.9,49.6
"Clinton County, Michigan",85928,4.9,3.7,79419,41.8,17247,3.8,50.4
"Crawford County, Michigan",58614,11.0,7.2,13271,51.5,2348,1.5,48.8
"Delta County, Michigan",54829,9.5,5.1,36829,47.8,7150,0.8,49.6
"Dickinson County, Michigan",61882,7.2,4.1,25940,47.4,5130,1.0,49.2
"Eaton County, Michigan",78025,5.0,4.4,109000,41.2,22524,4.4,50.5
"Emmet County, Michigan",73724,6.0,3.6,34159,46.4,6236,1.0,50.2
"Genesee County, Michigan",60673,10.9,8.3,404087,40.6,90427,3.0,51.5
"Gladwin County, Michigan",55576,8.5,6.2,25543,50.8,4829,1.6,49.3
"Gogebic County, Michigan",49672,8.6,6.9,14348,51.3,2349,1.2,48.4
"Grand Traverse County, Michigan",79486,5.4,3.6,95757,43.1,18818,2.3,50.6
"Gratiot County, Michigan",61128,8.8,4.7,41478,39.7,8093,5.8,45.9
"Hillsdale County, Michigan",60869,10.1,4.5,45658,42.8,9865,1.9,49.8
"Houghton County, Michigan",56573,9.1,5.7,37428,32.3,7449,1.1,45.2
"Huron County, Michigan",56963,7.8,4.6,31258,49.4,5990,2.1,50.0
"Ingham County, Michigan",64354,9.0,6.3,282015,33.3,55656,6.3,51.1
"Ionia County, Michigan",73436,7.5,4.9,66706,38.8,14172,4.1,45.7
"Iosco County, Michigan",47777,11.1,7.3,25333,53.5,4305,2.0,50.2
"Iron County, Michigan",53614,10.6,4.7,11650,53.2,2024,1.2,50.0
"Isabella County, Michigan",53759,14.1,6.8,64475,29.8,11408,3.0,51.2
"Jackson County, Michigan",65004,8.3,5.8,160187,41.2,33814,3.1,48.6
"Kalamazoo County, Michigan",70525,7.7,5.6,261437,34.9,56263,3.8,50.9
"Kalkaska County, Michigan",60365,9.2,4.3,18116,44.0,3686,1.6,49.1
"Kent County, Michigan",80390,6.9,4.2,658844,35.7,156293,7.3,50.3
"Keweenaw County, Michigan",53893,4.2,4.8,2106,56.7,312,1.3,49.1
"Lake County, Michigan",49680,13.7,7.6,12393,50.3,1884,4.9,45.7
"Lapeer County, Michigan",76228,7.0,5.1,88703,44.6,17871,3.4,48.6
"Leelanau County, Michigan",91943,4.2,3.9,22607,55.3,3540,3.0,50.4
"Lenawee County, Michigan",67013,8.2,5.4,98823,42.2,20452,7.1,49.3
"Livingston County, Michigan",101315,2.9,3.7,195143,43.8,40160,2.0,49.5
"Luce County, Michigan",54338,8.4,9.9,6325,44.6,1047,1.6,40.2
"Mackinac County, Michigan",58598,10.1,9.4,10865,53.3,1648,1.3,49.1
"Macomb County, Michigan",76399,7.3,5.8,877624,41.1,182773,1.9,51.0
"Manistee County, Michigan",60879,7.4,6.2,25247,50.3,4261,2.4,48.5
"Marquette County, Michigan",64675,7.1,4.9,66430,39.2,11850,1.2,49.3
"Mason County, Michigan",62296,9.5,4.6,29177,47.2,5809,3.7,49.7
"Mecosta County, Michigan",57774,10.8,5.0,40321,40.6,7900,1.8,50.1
"Menominee County, Michigan",55688,7.4,5.6,23295,49.9,4118,1.7,48.4
"Midland County, Michigan",77538,8.2,4.8,83641,41.8,17705,1.7,50.0
"Missaukee County, Michigan",61868,6.1,7.2,15156,42.7,3418,2.6,49.2
"Monroe County, Michigan",75272,7.7,5.0,155001,42.6,32678,2.9,50.1
"Montcalm County, Michigan",64892,8.0,4.0,67174,40.1,14167,2.7,46.4
"Montmorency County, Michigan",47803,12.4,6.1,9372,56.7,1396,1.0,48.5
"Muskegon County, Michigan",63495,9.3,6.8,175378,39.9,39812,4.8,50.1
"Newaygo County, Michigan",61931,9.9,4.4,50414,42.8,11140,4.8,49.3
"Oakland County, Michigan",95296,4.9,4.8,1272294,41.2,260754,2.9,50.6
"Oceana County, Michigan",63624,8.6,5.7,26788,43.9,5817,13.9,48.9
"Ogemaw County, Michigan",51983,12.0,7.3,20853,50.8,3809,1.3,49.6
"Ontonagon County, Michigan",51844,8.4,7.6,5870,59.4,679,1.1,49.0
"Osceola County, Michigan",57050,10.7,6.5,23122,43.8,5180,1.1,49.0
"Oscoda County, Michigan",50581,11.0,8.8,8338,52.1,1670,1.1,48.8
"Otsego County, Michigan",67285,6.5,4.5,25352,44.5,5301,1.5,49.2
"Ottawa County, Michigan",87144,4.0,3.6,298614,36.3,69661,7.6,50.4
"Presque Isle County, Michigan",56713,7.9,6.3,13142,56.2,2050,1.0,49.9
"Roscommon County, Michigan",54106,10.0,4.8,23639,57.4,3421,1.2,49.6
"Saginaw County, Michigan",58347,13.2,6.6,189210,41.1,40701,7.5,51.2
"St. Clair County, Michigan",69349,7.9,6.4,160089,44.3,32840,2.6,50.0
"St. Joseph County, Michigan",64707,8.3,5.2,60870,39.8,14840,8.2,49.6
"Sanilac County, Michigan",59074,9.4,6.1,40574,45.3,8603,3.4,49.6
"Schoolcraft County, Michigan",57708,10.7,6.7,8093,52.1,1436,1.0,50.1
"Shiawassee County, Michigan",64464,7.8,4.4,68061,43.1,14197,2.3,50.3
"Tuscola County, Michigan",62847,8.3,6.2,53071,44.6,10756,2.9,49.2
"Van Buren County, Michigan",66902,9.7,4.4,75681,41.2,17523,10.4,50.2
"Washtenaw County, Michigan",87156,6.7,4.4,368394,34.8,67708,2.8,50.1
"Wayne County, Michigan",59521,15.3,8.7,1773767,37.8,421172,4.7,51.6
"Wexford County, Michigan",63123,7.8,5.7,33868,42.2,7804,1.2,49.7
"Aitkin County, Minnesota",59498,7.6,5.8,15930,56.5,2539,0.9,49.6
"Anoka County, Minnesota",98764,4.5,3.9,367095,38.8,87480,3.0,49.7
"Becker County, Minnesota",71117,6.2,4.0,35260,43.2,8343,1.1,49.9
"Beltrami County, Minnesota",67257,9.7,5.1,46421,35.1,11600,1.4,49.6
"Benton County, Minnesota",71480,6.6,4.0,41458,36.7,10570,2.0,50.1
"Big Stone County, Minnesota",65475,8.0,3.0,5152,47.4,1137,1.8,49.3
"Blue Earth County, Minnesota",72623,8.0,4.2,69386,31.5,13829,3.4,49.4
"Brown County, Minnesota",68690,4.7,2.6,25826,42.4,5681,3.7,49.9
"Carlton County, Minnesota",80042,6.0,4.0,36457,41.7,8016,1.3,47.0
"Carver County, Minnesota",123144,3.1,3.1,108622,38.9,27910,2.6,49.9
"Cass County, Minnesota",64937,8.7,5.9,30688,49.7,6241,1.3,48.5
"Chippewa County, Minnesota",69192,8.9,4.4,12388,41.8,2919,4.7,50.3
"Chisago County, Minnesota",98260,3.7,3.9,57434,40.8,12967,1.7,48.0
"Clay County, Minnesota",77664,7.0,3.9,65628,33.5,16283,3.4,50.2
"Clearwater County, Minnesota",64934,7.5,7.4,8579,41.8,2143,0.7,49.1
"Cook County, Minnesota",71643,5.5,2.4,5633,52.3,846,0.1,50.4
"Cottonwood County, Minnesota",68239,8.9,3.9,11458,41.3,2882,6.5,50.0
"Crow Wing County, Minnesota",71343,6.5,5.2,67113,45.4,13944,1.1,50.1
"Dakota County, Minnesota",105212,3.3,3.6,442204,38.4,106916,5.5,50.4
"Dodge County, Minnesota",92943,3.8,3.1,20962,38.5,5337,3.8,49.2
"Douglas County, Minnesota",77264,4.2,2.7,39354,44.3,8476,1.8,49.6
"Faribault County, Minnesota",64391,8.4,3.8,13909,44.6,3047,6.9,49.3
"Fillmore County, Minnesota",75225,5.0,2.9,21346,42.3,5234,1.3,49.3
"Freeborn County, Minnesota",69012,5.7,3.8,30752,43.9,6755,8.7,49.6
"Goodhue County, Minnesota",82749,6.7,3.6,47844,42.3,10597,2.4,49.9
"Grant County, Minnesota",72957,7.3,3.1,6108,43.7,1422,1.8,48.9
"Hennepin County, Minnesota",96339,5.6,4.3,1268903,37.4,276367,4.5,50.3
"Houston County, Minnesota",77087,3.1,1.9,18768,45.0,4059,0.6,49.7
"Hubbard County, Minnesota",70622,5.4,4.6,21700,48.3,4588,0.9,49.1
"Isanti County, Minnesota",86573,5.2,4.1,41934,40.1,9749,1.4,49.4
"Itasca County, Minnesota",66380,8.8,5.8,45141,46.9,9183,0.7,49.4
"Jackson County, Minnesota",69955,5.0,2.4,9964,44.5,2200,3.6,48.8
"Kanabec County, Minnesota",71915,5.6,4.9,16261,44.5,3473,0.6,49.8
"Kandiyohi County, Minnesota",75097,6.3,3.6,43757,39.8,10744,9.3,49.4
"Kittson County, Minnesota",69615,4.1,4.4,4163,48.4,895,1.2,50.4
"Koochiching County, Minnesota",69115,6.9,4.2,11950,50.5,2119,0.8,49.1
"Lac qui Parle County, Minnesota",71639,3.9,1.8,6694,47.7,1454,2.4,48.7
"Lake County, Minnesota",75621,4.7,2.4,10911,49.6,2081,1.0,48.0
"Lake of the Woods County, Minnesota",70091,4.2,1.8,3800,50.8,714,0.2,45.8
"Le Sueur County, Minnesota",90218,4.0,4.1,28936,41.4,6725,4.9,49.2
"Lincoln County, Minnesota",67715,4.0,2.7,5594,45.0,1286,0.9,49.5
"Lyon County, Minnesota",72761,8.7,3.4,25498,37.3,6639,6.4,51.0
"McLeod County, Minnesota",78468,5.7,3.3,36771,41.5,8183,6.1,49.7
"Mahnomen County, Minnesota",53925,16.6,10.2,5371,35.2,1669,2.4,49.0
"Marshall County, Minnesota",71701,3.6,3.0,8961,43.2,2100,3.6,49.4
"Martin County, Minnesota",62969,6.5,4.4,19864,44.5,4481,5.0,49.5
"Meeker County, Minnesota",75037,5.7,2.6,23422,42.3,5615,3.3,48.7
"Mille Lacs County, Minnesota",71455,6.9,4.4,26912,41.2,6296,1.7,49.1
"Morrison County, Minnesota",68640,6.2,3.5,34131,42.2,7912,1.0,49.0
"Mower County, Minnesota",71495,7.9,3.7,40069,38.9,10245,9.5,49.7
"Murray County, Minnesota",74475,4.1,2.6,8119,46.6,1759,2.2,49.8
"Nicollet County, Minnesota",80362,4.7,1.6,34350,37.8,7434,3.8,49.6
"Nobles County, Minnesota",65509,8.9,2.6,22067,36.3,6295,14.4,48.4
"Norman County, Minnesota",69833,7.1,5.1,6411,43.9,1491,3.9,48.5
"Olmsted County, Minnesota",93494,4.9,3.6,163425,37.8,39559,3.5,51.0
"Otter Tail County, Minnesota",70912,5.0,5.1,60281,46.3,13145,2.2,49.5
"Pennington County, Minnesota",72561,6.5,2.8,13877,40.2,3080,3.4,50.0
"Pine County, Minnesota",69666,6.2,6.0,29411,45.8,5685,1.1,46.4
"Pipestone County, Minnesota",66073,9.5,3.0,9352,39.8,2527,5.8,50.4
"Polk County, Minnesota",69136,7.1,3.6,30905,39.5,7619,5.3,49.0
"Pope County, Minnesota",72205,4.9,0.9,11363,45.6,2430,1.2,48.6
"Ramsey County, Minnesota",81004,8.3,4.7,544438,35.9,126445,5.3,50.9
"Red Lake County, Minnesota",77500,4.0,1.5,3922,42.8,953,2.4,48.2
"Redwood County, Minnesota",67024,8.3,1.9,15383,41.1,3812,3.2,50.0
"Renville County, Minnesota",69086,6.7,2.5,14587,42.1,3423,7.7,49.2
"Rice County, Minnesota",82792,5.9,4.6,67389,37.1,14584,7.8,48.7
"Rock County, Minnesota",70698,5.5,2.6,9628,41.1,2365,1.8,51.0
"Roseau County, Minnesota",73611,8.9,4.2,15301,42.3,3667,0.9,47.7
"St. Louis County, Minnesota",69455,6.5,4.5,200056,41.3,37522,0.9,49.7
"Scott County, Minnesota",120247,2.4,3.0,152957,37.3,40322,3.7,50.0
"Sherburne County, Minnesota",102965,3.0,3.3,99178,36.9,25790,2.1,48.8
"Sibley County, Minnesota",76082,4.9,3.9,14933,42.2,3405,6.8,48.5
"Stearns County, Minnesota",76447,7.0,4.3,159358,35.0,37569,2.6,49.4
"Steele County, Minnesota",83448,4.3,3.1,37413,40.2,9204,7.5,49.6
"Stevens County, Minnesota",71060,3.4,1.5,9686,33.6,2170,8.2,47.1
"Swift County, Minnesota",62601,6.5,4.0,9787,43.4,2290,4.9,48.2
"Todd County, Minnesota",63039,8.4,4.5,25402,42.8,6209,5.8,48.5
"Traverse County, Minnesota",65931,6.7,4.9,3279,45.5,715,4.5,50.4
"Wabasha County, Minnesota",80133,5.4,2.2,21519,44.8,4746,1.9,49.4
"Wadena County, Minnesota",56882,8.9,5.8,14135,40.1,3677,1.7,50.1
"Waseca County, Minnesota",75052,5.2,4.0,18958,40.4,4375,5.8,52.1
"Washington County, Minnesota",114457,3.3,3.3,272298,39.9,65818,3.5,50.2
"Watonwan County, Minnesota",70593,10.2,5.5,11169,40.6,2857,20.3,49.5
"Wilkin County, Minnesota",69635,7.5,4.7,6413,42.0,1443,2.8,47.0
"Winona County, Minnesota",70198,4.8,3.0,49705,36.1,8877,2.6,50.3
"Wright County, Minnesota",106666,3.4,2.1,145270,37.4,39910,2.4,49.1
"Yellow Medicine County, Minnesota",71573,4.9,3.4,9509,42.0,2196,2.7,49.4
"Adams County, Mississippi",40250,21.7,8.1,29098,42.1,6295,2.0,51.7
"Alcorn County, Mississippi",49404,10.5,5.8,34500,40.6,7792,2.1,51.1
"Amite County, Mississippi",35385,24.4,6.6,12611,48.8,2577,0.0,52.6
"Attala County, Mississippi",48098,16.3,6.0,17685,39.6,4448,0.1,52.5
"Benton County, Mississippi",42139,10.3,2.7,7592,43.9,1570,2.1,50.5
"Bolivar County, Mississippi",37315,27.4,7.5,30163,36.6,7459,2.1,53.0
"Calhoun County, Mississippi",43942,13.6,3.7,13029,43.1,2916,4.8,50.1
"Carroll County, Mississippi",55275,15.3,2.6,9828,47.7,1736,0.2,47.2
"Chickasaw County, Mississippi",43041,21.9,4.0,16994,39.0,4208,2.9,50.9
"Choctaw County, Mississippi",48321,12.1,8.3,8172,43.0,1742,0.7,51.0
"Claiborne County, Mississippi",34371,24.9,8.7,8908,33.8,1941,0.0,52.1
"Clarke County, Mississippi",46054,16.8,7.2,15424,42.6,3401,0.5,52.7
"Clay County, Mississippi",39904,20.6,6.7,18462,40.1,4175,0.1,53.2
"Coahoma County, Mississippi",36259,30.9,10.1,20808,35.7,5640,1.1,53.4
"Copiah County, Mississippi",47994,15.0,6.3,27994,39.8,6319,2.3,52.3
"Covington County, Mississippi",47001,16.7,4.7,18226,37.7,4388,1.0,49.7
"DeSoto County, Mississippi",82980,7.9,3.7,188598,37.0,47511,4.0,51.7
"Forrest County, Mississippi",52821,16.5,6.2,78027,31.8,17784,2.0,53.3
"Franklin County, Mississippi",45618,23.3,4.3,7655,42.7,1771,0.0,49.1
"George County, Mississippi",54822,13.1,8.5,24870,36.2,6759,1.3,49.7
"Greene County, Mississippi",55838,15.0,10.6,13595,40.5,2564,1.3,39.4
"Grenada County, Mississippi",47998,15.8,4.4,21342,38.9,5167,0.3,51.9
"Hancock County, Mississippi",67728,9.4,5.3,46057,45.7,9009,1.9,51.2
"Harrison County, Mississippi",57233,14.1,7.6,209443,38.1,49913,2.2,51.1
"Hinds County, Mississippi",49966,16.4,7.7,222494,36.6,52676,1.2,53.2
"Holmes County, Mississippi",29434,34.1,8.8,16491,35.8,4091,0.2,51.9
"Humphreys County, Mississippi",32976,21.0,15.8,7570,38.4,1934,0.0,52.1
"Issaquena County, Mississippi",29271,4.0,8.2,1095,49.5,72,0.0,33.2
"Itawamba County, Mississippi",59508,6.0,2.9,23942,39.4,5103,1.8,50.6
"Jackson County, Mississippi",64756,10.6,7.4,144437,39.7,33259,2.0,50.7
"Jasper County, Mississippi",47157,13.1,4.0,16211,42.4,3703,0.0,50.5
"Jefferson County, Mississippi",36207,27.2,5.0,7127,43.0,1510,0.1,51.6
"Jefferson Davis County, Mississippi",37183,16.8,8.3,11183,45.7,2222,0.1,52.9
"Jones County, Mississippi",51143,14.3,3.6,66839,37.6,16885,5.3,51.1
"Kemper County, Mississippi",43595,21.3,11.0,8855,40.7,1610,0.3,49.3
"Lafayette County, Mississippi",64334,10.6,1.8,56920,30.9,10435,2.3,52.1
"Lamar County, Mississippi",69106,11.1,5.2,65081,37.5,15992,1.5,52.1
"Lauderdale County, Mississippi",50033,19.3,5.6,71984,39.5,16948,1.4,51.7
"Lawrence County, Mississippi",43368,14.7,11.7,11883,40.7,3027,1.4,51.5
"Leake County, Mississippi",48418,14.3,6.7,21288,40.0,4981,1.5,51.7
"Lee County, Mississippi",67144,10.2,5.1,83138,37.7,20871,2.9,52.2
"Leflore County, Mississippi",33188,26.5,11.7,27432,34.5,7592,2.1,53.2
"Lincoln County, Mississippi",48316,17.9,3.8,34830,41.2,8080,0.3,52.0
"Lowndes County, Mississippi",54460,14.3,6.1,58187,37.0,13848,1.5,52.0
"Madison County, Mississippi",78794,8.1,4.4,110303,38.5,27019,2.8,51.9
"Marion County, Mississippi",42320,15.6,9.0,24303,40.7,5679,0.2,52.1
"Marshall County, Mississippi",51875,15.8,4.9,33899,41.8,7057,4.0,50.4
"Monroe County, Mississippi",51231,12.7,5.8,33928,41.6,7675,1.3,51.9
"Montgomery County, Mississippi",45057,18.9,4.8,9708,42.4,2190,0.0,51.1
"Neshoba County, Mississippi",53087,20.7,8.1,28927,37.7,7948,0.7,52.1
"Newton County, Mississippi",50426,15.0,3.5,21151,37.8,5117,1.5,51.8
"Noxubee County, Mississippi",38814,22.9,7.2,10136,39.9,2548,0.1,54.0
"Oktibbeha County, Mississippi",43482,14.3,6.3,51473,25.5,9001,1.1,50.7
"Panola County, Mississippi",43990,18.9,8.8,32965,39.7,8169,1.4,52.2
"Pearl River County, Mississippi",56535,12.4,5.7,56781,41.1,12947,1.0,50.9
"Perry County, Mississippi",50435,15.2,6.2,11459,42.9,2529,1.3,50.1
"Pike County, Mississippi",41578,24.4,5.9,39930,37.1,10290,0.8,53.0
"Pontotoc County, Mississippi",52741,10.7,3.2,31312,35.7,8240,3.3,50.8
"Prentiss County, Mississippi",51466,10.9,3.5,24999,37.9,5572,1.0,50.5
"Quitman County, Mississippi",32131,24.9,11.9,5908,41.0,1360,0.0,53.0
"Rankin County, Mississippi",77454,6.3,4.2,158218,39.4,35741,1.6,51.7
"Scott County, Mississippi",48492,14.7,4.4,27754,37.2,7767,6.7,49.4
"Sharkey County, Mississippi",35741,27.2,10.5,3848,36.6,962,0.2,50.2
"Simpson County, Mississippi",54111,14.8,5.2,25817,41.0,6014,1.2,51.5
"Smith County, Mississippi",51396,17.0,4.4,14193,42.9,3264,0.3,52.4
"Stone County, Mississippi",59307,17.0,8.2,18515,39.3,3984,1.1,50.0
"Sunflower County, Mississippi",40265,23.2,10.9,25328,37.6,5381,2.0,46.7
"Tallahatchie County, Mississippi",37383,21.5,10.2,12363,38.4,2499,0.0,46.7
"Tate County, Mississippi",63995,14.8,5.4,28135,38.5,6385,2.8,50.9
"Tippah County, Mississippi",51141,15.3,5.3,21621,39.7,5133,3.8,52.2
"Tishomingo County, Mississippi",46257,12.5,3.1,18738,43.5,4036,2.9,50.8
"Tunica County, Mississippi",38402,22.0,13.1,9586,34.7,2710,1.7,52.6
"Union County, Mississippi",56807,10.6,3.9,28009,38.4,7084,4.5,51.1
"Walthall County, Mississippi",45444,12.7,6.0,13864,41.4,3133,1.0,51.3
"Warren County, Mississippi",56648,14.5,5.5,43623,40.3,10404,1.3,52.1
"Washington County, Mississippi",40117,21.6,8.9,43674,38.3,11126,1.3,53.3
"Wayne County, Mississippi",36791,15.2,7.9,19699,39.1,4883,1.4,51.7
"Webster County, Mississippi",59964,9.6,6.8,9942,40.3,2407,1.1,52.5
"Wilkinson County, Mississippi",35930,23.4,7.5,8376,39.1,1728,0.5,45.8
"Winston County, Mississippi",49071,25.4,7.9,17609,42.3,3901,0.3,51.6
"Yalobusha County, Mississippi",49171,15.5,6.7,12439,42.4,2707,1.4,52.7
"Yazoo County, Mississippi",40974,23.2,9.0,26837,38.4,5821,0.4,42.3
"Adair County, Missouri",56583,8.8,4.9,25224,29.8,4698,1.6,51.4
"Andrew County, Missouri",74007,4.7,4.0,18086,42.1,4086,1.7,49.8
"Atchison County, Missouri",59260,9.9,2.3,5216,47.7,1089,0.9,49.4
"Audrain County, Missouri",56232,10.8,4.1,24688,40.3,5621,2.3,52.4
"Barry County, Missouri",56611,11.7,4.1,34831,43.0,7959,6.5,49.7
"Barton County, Missouri",49503,16.8,4.1,11685,40.6,2758,0.7,50.2
"Bates County, Missouri",57914,13.5,6.1,16121,40.8,3766,1.5,49.5
"Benton County, Missouri",52200,11.9,3.9,19887,54.4,3410,1.3,49.1
"Bollinger County, Missouri",57286,7.6,4.9,10591,44.3,2321,0.8,50.4
"Boone County, Missouri",69913,7.6,3.7,185874,32.2,37772,3.0,51.5
"Buchanan County, Missouri",59423,12.0,4.5,83855,38.9,18764,4.2,49.4
"Butler County, Missouri",49213,12.9,4.9,42166,40.5,9807,1.3,51.2
"Caldwell County, Missouri",62520,8.5,4.5,8890,42.7,2106,1.3,49.1
"Callaway County, Missouri",72645,8.7,5.5,44541,39.3,9281,1.8,48.3
"Camden County, Missouri",62927,9.2,4.8,43416,53.0,7540,2.2,50.3
"Cape Girardeau County, Missouri",68912,7.0,2.9,82180,37.0,17633,1.6,51.1
"Carroll County, Missouri",61712,7.1,5.2,8459,43.7,1868,1.4,50.2
